City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
231,Sitka,US,2021-03-24 22:09:23,57.0531,-135.33,37.4,87,90,13.8
232,Kodinsk,RU,2021-03-24 22:09:23,58.6881,99.1844,26.62,96,100,5.99
233,Sikonge,TZ,2021-03-24 22:09:23,-5.6333,32.7667,63.82,90,79,3.31
234,Horsham,GB,2021-03-24 22:09:24,51.064,-0.3272,48.2,93,75,5.75
235,Flic En Flac,MU,2021-03-24 22:09:24,-20.2742,57.3631,77.0,94,20,4.61
236,Ouallam,NE,2021-03-24 22:09:24,14.3188,2.0866,87.58,7,100,10.25
237,Sinnamary,GF,2021-03-24 22:09:25,5.3833,-52.95,77.23,85,53,9.57
238,Carlagan,PH,2021-03-24 22:09:25,14.975,122.0456,78.64,77,87,8.93
239,Bam,IR,2021-03-24 22:09:25,29.106,58.357,74.44,21,76,9.17
240,Wuwei,CN,2021-03-24 22:09:26,37.9281,102.6414,47.25,17,100,8.63
241,Iquitos,PE,2021-03-24 22:09:26,-3.7481,-73.2472,84.2,74,40,1.14
242,Shimanovsk,RU,2021-03-24 22:09:26,52.0,127.7,22.01,95,100,2.8
243,Sovetskiy,RU,2021-03-24 22:09:26,61.3614,63.5842,17.47,94,71,5.59
244,Prachuap Khiri Khan,TH,2021-03-24 22:09:27,12.2167,99.75,82.0,64,73,2.89
245,Olovyannaya,RU,2021-03-24 22:09:27,50.95,115.5667,18.37,93,38,4.52
246,Nanortalik,GL,2021-03-24 22:09:27,60.1432,-45.2371,19.47,55,19,33.26
247,Falun,SE,2021-03-24 22:09:28,60.6036,15.626,39.2,87,75,6.91
248,Marakkanam,IN,2021-03-24 22:09:28,12.2,79.95,79.02,77,22,2.48
249,Katsuura,JP,2021-03-24 22:09:28,35.1333,140.3,59.0,65,100,1.01
250,Itarema,BR,2021-03-24 22:09:28,-2.9248,-39.9167,77.92,82,93,7.87
251,Cockburn Town,TC,2021-03-24 22:09:29,21.4612,-71.1419,77.79,73,0,15.77
252,Kamenka,RU,2021-03-24 22:09:29,51.3223,42.7678,34.0,93,100,14.79
253,Vila Praia De Ancora,PT,2021-03-24 22:09:29,41.811,-8.8526,54.0,81,0,7.25
254,San Carlos De Bariloche,AR,2021-03-24 22:06:27,-41.1456,-71.3082,66.2,6,0,2.3
255,Guerrero Negro,MX,2021-03-24 22:09:30,27.9769,-114.0611,63.61,55,0,18.1
256,Iclod,RO,2021-03-24 22:09:30,46.9833,23.8,28.4,69,0,3.44
257,Pangai,TO,2021-03-24 22:09:30,-19.8,-174.35,82.4,89,75,5.75
258,Aquiraz,BR,2021-03-24 22:09:30,-3.9014,-38.3911,80.6,83,20,4.61
259,Lagoa,PT,2021-03-24 22:09:31,39.05,-27.9833,56.43,62,20,3.4
260,Apomu,NG,2021-03-24 22:09:31,7.3333,4.1833,73.49,94,100,3.47
261,Umm Lajj,SA,2021-03-24 22:09:31,25.0213,37.2685,73.15,34,1,15.21
262,Kaeo,NZ,2021-03-24 22:09:32,-35.1,173.7833,71.01,71,0,5.99
263,Ulladulla,AU,2021-03-24 22:09:32,-35.35,150.4667,71.01,64,75,10.36
264,Alofi,NU,2021-03-24 22:09:32,-19.0595,-169.9187,84.2,74,40,8.05
265,Provideniya,RU,2021-03-24 22:09:32,64.3833,-173.3,15.8,86,0,13.42
266,Rosehearty,GB,2021-03-24 22:09:33,57.697,-2.1132,41.0,73,51,16.35
267,Nova Venecia,BR,2021-03-24 22:09:33,-18.7106,-40.4006,75.87,77,10,5.97
268,Minab,IR,2021-03-24 22:09:33,27.1467,57.0801,71.6,53,9,6.91
269,Salekhard,RU,2021-03-24 22:09:34,66.53,66.6019,3.67,96,46,5.75
270,Nuevo Ideal,MX,2021-03-24 22:09:34,24.8875,-105.0728,68.47,5,89,28.14
271,Phan Thiet,VN,2021-03-24 22:08:24,10.9333,108.1,74.93,86,99,7.99
272,Deputatskiy,RU,2021-03-24 22:09:34,69.3,139.9,-19.75,99,100,2.51
273,Qaanaaq,GL,2021-03-24 22:09:34,77.484,-69.3632,-20.38,62,20,6.29
274,Touros,BR,2021-03-24 22:09:35,-5.1989,-35.4608,78.8,89,75,9.22
275,Bandarbeyla,SO,2021-03-24 22:09:35,9.4942,50.8122,76.28,62,0,5.68
276,Onega,RU,2021-03-24 22:09:35,63.9061,38.1404,36.66,91,100,15.28
277,Saskylakh,RU,2021-03-24 22:09:36,71.9167,114.0833,-7.85,93,100,7.2
