City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
585,Pasni,PK,82.72,['overcast clouds'],25.2631,63.471000000000004,Kashmiri Hotal
586,Karratha,AU,76.06,['scattered clouds'],-20.7377,116.8463,ibis Styles Karratha
587,Chenzhou,CN,71.13,['light rain'],25.8,113.0333,Thank Inn Chain Hotel hunan chenzhou beihu district wuling square
588,Farias Brito,BR,80.6,['few clouds'],-6.9306,-39.5656,Pousada Boa Vista
592,Astorga,BR,71.6,['few clouds'],-23.2325,-51.6656,Rancho Jads
594,Saint George,US,90.0,['clear sky'],37.1041,-113.5841,Best Western Plus Abbey Inn
596,Balabac,PH,80.71,['overcast clouds'],7.9868,117.0645,Sing and Swing Lodge
600,Katobu,ID,73.08,['overcast clouds'],-4.9408,122.5276,La Ode Husein
601,Soure,BR,80.13,['clear sky'],-0.7167,-48.5233,Casarão
602,Zhanakorgan,KZ,70.18,['few clouds'],43.9098,67.2495,"""Ақпалас"" қонақ үйі"
603,Pilar,BR,78.8,['few clouds'],-9.5972,-35.9567,Pousada e churrascaria Manguaba
604,Huejuquilla El Alto,MX,86.47,['scattered clouds'],22.6,-103.8667,Hotel Huexuquillan
606,Sola,VU,84.2,['broken clouds'],-13.8833,167.55,Leumerus Bungalows
607,Maceio,BR,78.8,['few clouds'],-9.6658,-35.7353,Poutur Pousada
608,Honavar,IN,80.64,['overcast clouds'],14.2833,74.45,Hotel Sagar Residency
610,Krabi,TH,82.99,['mist'],8.0726,98.9105,Tharapark View Hotel
611,Parit Buntar,MY,78.8,['scattered clouds'],5.1267,100.4932,K Garden Hotel Parit Buntar
614,Port Moresby,PG,78.33,['broken clouds'],-9.4431,147.1797,Lamana Hotel
615,Palu,ID,74.68,['moderate rain'],-0.8917,119.8707,Hotel Santika Palu
616,Isangel,VU,80.33,['overcast clouds'],-19.55,169.2667,Tanna Lodge
620,Khash,IR,70.36,['scattered clouds'],28.2211,61.2158,دفتر پیشخوان دولت جمال زهی (خالد)
621,Lahaina,US,84.2,['scattered clouds'],20.8783,-156.6825,Lahaina Shores Beach Resort
627,Carson City,US,73.0,['clear sky'],39.1638,-119.7674,Courtyard by Marriott Carson City
629,Nha Trang,VN,78.8,['few clouds'],12.25,109.1833,Sheraton Nha Trang Hotel & Spa
630,Ndjole,GA,73.4,['moderate rain'],-0.1783,10.7649,Hotel Kevazingo
631,Poanas,MX,95.0,['broken clouds'],25.7667,-103.6167,La Quienta El Enjambre
632,Neiafu,TO,78.8,['broken clouds'],-18.65,-173.9833,Mystic Sands Beachfront Accommodation
633,Nazare,BR,72.75,['few clouds'],-13.035,-39.0144,Pousada da Fonte
634,Paita,PE,72.0,['few clouds'],-5.0892,-81.1144,Hotel Náutico de Paita
637,Itoman,JP,77.0,['broken clouds'],26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
638,Arinos,BR,75.58,['scattered clouds'],-15.9169,-46.1056,casa do bruno
639,Niamey,NE,96.8,['dust'],13.5137,2.1098,Soluxe Hotel Niamey
643,Lincoln,US,70.0,['overcast clouds'],40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
646,Jalu,LY,94.1,['clear sky'],29.0331,21.5482,صاحبة الفخامة
649,Pemba,MZ,71.6,['broken clouds'],-12.974,40.5178,Guesthouse Samotina
651,Markala,ML,88.97,['overcast clouds'],13.7021,-6.0659,Yaya Hôtel
653,Madang,PG,79.05,['broken clouds'],-5.2246,145.7966,Comfort Inn Hotel
654,Cap Malheureux,MU,71.01,['clear sky'],-19.9842,57.6142,Pereybere Hotel & Spa
655,Ponnani,IN,77.0,['mist'],10.767000000000001,75.9252,Rouba Residency
657,Trairi,BR,77.74,['few clouds'],-3.2778,-39.2689,janelas do mar
658,Diourbel,SN,86.0,['overcast clouds'],14.6628,-16.3925,ISFAR maison Blanche
660,Puerto Escondido,MX,86.0,['scattered clouds'],15.85,-97.0667,Aldea del Bazar Hotel and Spa
664,San Carlos Del Zulia,VE,82.54,['broken clouds'],9.0,-71.9135,Hotel El Manantial
665,Guasdualito,VE,84.2,['broken clouds'],7.2424,-70.7324,Hotel Cuibas
666,Kanker,IN,80.78,['broken clouds'],20.2719,81.4931,STARiHOTEL Kanker
667,Progreso,MX,91.4,['scattered clouds'],21.2833,-89.6667,Playa Linda Hotel
668,Labuhan,ID,76.23,['heavy intensity rain'],-6.8844,112.2051,PT PPI Lamongan Tambak C
675,Cairns,AU,71.6,['scattered clouds'],-16.9167,145.7667,Mantra Trilogy Cairns
686,Moram,IN,85.87,['broken clouds'],17.8,76.4667,Bangi Farm House Murum
695,Lalganj,IN,71.6,['haze'],25.8667,85.1833,Munna Maruti repering center
701,Acarau,BR,78.6,['clear sky'],-2.8856,-40.12,castelo pizzaria
704,Savannakhet,LA,78.85,['scattered clouds'],16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์
705,Alvorada,BR,80.19,['broken clouds'],-12.48,-49.1247,Cristal Plaza Hotel
707,Dong Hoi,VN,75.7,['scattered clouds'],17.4833,106.6,Nam Long Hotel
708,Luau,AO,71.44,['broken clouds'],-10.7073,22.2247,Casa- Bernardo Cândido
710,Carlyle,US,71.01,['scattered clouds'],38.6103,-89.3726,Mariner's Village at Carlyle Lake
711,Pangai,TO,78.8,['scattered clouds'],-19.8,-174.35,Ha'apai Beach Resort
715,Manokwari,ID,78.85,['overcast clouds'],-0.8667,134.0833,Swiss Belhotel Manokwari
717,Turayf,SA,71.6,['clear sky'],31.6725,38.6637,Swiss Spirit Hotel & Suites Turaif
